id	px	py	stellar_mass
8063264167	+5.367017e+00	+1.170837e+00	+1.364725e+08
8063264250	-5.912103e+00	+1.934775e-01	+2.218343e+09
8063264256	-8.220047e+00	-4.693891e+00	+1.002633e+09
8063264276	+4.116909e+00	-8.012369e+00	+1.562886e+08
8063264343	-2.709860e+00	+1.093519e+00	+1.263122e+08
8063264346	+3.721421e+00	+6.473678e+00	+1.464794e+09
8063264377	-8.154851e+00	+2.099271e+00	+6.656169e+08
8063264434	+3.118820e+00	-3.527145e-01	+5.333093e+07
8063264438	-5.839455e+00	-5.085677e+00	+2.704178e+09
8063264464	-6.488077e+00	+6.808788e+00	+2.385140e+10
8063264465	-6.053762e+00	+6.482364e+00	+1.425590e+09
8063264479	-2.421497e+00	+8.097942e+00	+1.147788e+09
8063264516	-7.273396e+00	-1.694659e+00	+4.118290e+08
8063264607	-1.432265e+00	+5.195931e+00	+3.525880e+09
8063264615	-2.852421e+00	+1.278248e+00	+7.987357e+07
8063264688	-8.286412e+00	-4.423825e+00	+7.063590e+07
8063264700	-1.788503e+00	-8.725442e-01	+1.235972e+08
8063264796	+4.317211e+00	+5.259332e+00	+2.156175e+08
8063264801	-2.162838e+00	+8.725241e+00	+1.261770e+10
8063264871	+3.209916e+00	-1.968619e+00	+1.348825e+08
8063264901	-8.462365e+00	+8.770416e-01	+4.148636e+07
8063264908	-2.043161e+00	+7.807235e+00	+5.825000e+08
8063264939	-7.842105e+00	-7.134196e+00	+2.264775e+09
8063264990	+1.733453e+00	-1.964862e+00	+1.266667e+09
8063265016	-1.789331e+00	-8.113602e+00	+4.613667e+08
8063265028	-7.669965e+00	+6.162180e+00	+3.042691e+07
8063265067	+2.677905e+00	+3.560663e+00	+7.686568e+09
8063265119	-5.429080e+00	-3.142992e+00	+4.040408e+08
8063265123	-2.043869e+00	-4.698998e-01	+1.528243e+08
8063265126	+1.375113e+00	+7.067565e+00	+9.086946e+08
8063265161	+6.221834e+00	-8.714077e+00	+6.175833e+08
8063265242	-7.595068e+00	-4.594464e+00	+5.486074e+10
8063265243	-8.570078e+00	-4.976271e+00	+4.087116e+08
8063265245	-8.307359e+00	-4.762900e+00	+6.056975e+07
8063265246	-7.978469e+00	-4.782705e+00	+2.389171e+09
8063265247	-7.923181e+00	-4.804585e+00	+1.359300e+10
8063265248	-8.191962e+00	-5.124163e+00	+3.305630e+07
8063265249	-8.066233e+00	-4.938577e+00	+6.173920e+10
8063265251	-8.012399e+00	-5.032367e+00	+3.648408e+08
8063265399	+4.704668e+00	-3.406831e+00	+8.491246e+08
8063265402	+3.424730e+00	-9.533334e-01	+6.130592e+08
8063265431	-8.670248e+00	+2.582851e+00	+1.827458e+10
8063265444	+2.796043e+00	+5.773806e+00	+6.068194e+10
8063265445	+2.852666e+00	+5.353986e+00	+1.946104e+08
8063265446	+2.653681e+00	+5.535723e+00	+2.029032e+09
8063265449	-1.663318e+00	-7.012074e+00	+1.307926e+07
8063265482	+4.829266e+00	+4.604614e+00	+2.443382e+08
8063265493	-6.166192e+00	+3.346692e+00	+3.307806e+08
8063265608	-9.837430e-01	-5.263975e+00	+1.067379e+10
8063265609	-9.914411e-01	-5.253568e+00	+4.788217e+08
8063265682	-7.846402e+00	+5.513418e+00	+8.632911e+09
8063265732	-8.625550e+00	-4.860550e-01	+6.787683e+09
8063265733	-8.475306e+00	-5.479528e-01	+1.959078e+08
8063265738	+4.055717e+00	+3.902192e+00	+9.692747e+10
8063265741	+4.246964e+00	+3.957059e+00	+6.002003e+08
8063265742	+4.316398e+00	+4.312050e+00	+4.211140e+08
8063265766	+5.759259e+00	+5.876418e-01	+2.079020e+10
8063265767	+6.316359e+00	+7.370829e-01	+2.012286e+09
8063265769	+6.222405e+00	+5.982547e-01	+7.937486e+07
8063265770	+6.186164e+00	+5.810616e-01	+3.441637e+09
8063265780	+6.307189e+00	+9.536435e+00	+5.370592e+07
8063265825	+7.096458e+00	-6.665709e+00	+4.693271e+08
8063265846	-6.864569e+00	-5.614730e+00	+4.971212e+07
8063265864	+3.579526e+00	+6.448537e+00	+3.563742e+08
8063265888	+7.119674e+00	-3.148115e+00	+1.153914e+08
8063265902	+8.320244e+00	+6.267658e+00	+6.861388e+08
8063265914	+8.291863e+00	-2.044187e+00	+6.625183e+08
8063266011	+8.484678e+00	+8.531861e-01	+5.562892e+10
8063266015	+8.657987e+00	+5.877783e-01	+2.019524e+09
8063266016	+8.886015e+00	+1.189091e+00	+4.579146e+07
8063266042	+2.449854e+00	+7.553991e+00	+4.884277e+08
8063266049	+3.835402e+00	+8.505584e+00	+9.090290e+07
8063266057	+4.436333e+00	-5.108791e+00	+4.134987e+08
8063266114	+4.141916e+00	+1.067720e+00	+9.913504e+07
8063266130	-2.386554e+00	+4.479081e+00	+4.332081e+07
8063266152	+1.122836e+00	-3.025721e+00	+5.372341e+09
8063266153	+1.504561e+00	-2.779892e+00	+3.407589e+07
8063266154	+7.671569e+00	-1.514356e+00	+2.775547e+09
8063266169	+8.202208e+00	+8.216815e+00	+1.460391e+10
8063266176	+2.516347e+00	+8.080939e+00	+3.114928e+08
8063266198	+9.561265e+00	+9.583457e+00	+2.968080e+08
8063266252	-5.111786e+00	+8.098675e+00	+1.543304e+10
8063266253	-5.333384e+00	+8.477201e+00	+1.060667e+09
8063266255	-5.656949e+00	+8.947530e+00	+2.777927e+07
8063266266	+2.613565e+00	+5.574621e+00	+7.707949e+08
8063266277	+3.282889e+00	-1.563291e+00	+3.419308e+08
8063266281	-8.065658e+00	-2.899720e+00	+3.205596e+09
8063266290	-7.536064e+00	+7.613513e+00	+8.840979e+07
8063266350	+3.829171e+00	-7.418628e+00	+1.930131e+08
8063267288	-5.397361e+00	-7.180098e+00	+3.276974e+07
8063267809	-5.075927e+00	+2.600162e+00	+1.351849e+07
8063268006	-8.704635e+00	-2.716696e+00	+4.809079e+08
8063268054	+1.878402e-01	+6.708276e+00	+3.689410e+07
8063268095	-2.862012e+00	-8.450975e+00	+1.101214e+08
8063268189	-5.243563e+00	+5.839911e+00	+5.680357e+07
8063268878	+4.287092e+00	+6.119229e+00	+5.381379e+07
8063269304	+4.261562e+00	-5.402429e+00	+1.883458e+07
8063269370	-7.874875e+00	+1.694946e+00	+1.488155e+07
8063269467	-6.933140e+00	+5.342451e+00	+1.947511e+07
8063269862	-1.003862e+00	+1.045881e+00	+2.973849e+07
8063269983	-8.593385e+00	-1.224310e+00	+2.289944e+07
8063270246	-1.611714e+00	-6.006301e+00	+5.482740e+06
8063270420	-8.263488e+00	+9.340794e-01	+5.094613e+07
8063270456	-5.329795e+00	-8.960972e-01	+1.285759e+07
8063270471	+5.051020e+00	-4.391183e+00	+7.446374e+08
8063270616	-3.091152e+00	-4.262032e+00	+1.645225e+07
8063270857	-3.568046e+00	+5.314854e+00	+1.929136e+07
8063271247	-1.500677e+00	+5.389324e+00	+1.598226e+07
8063271369	+2.220998e+00	+7.029237e-01	+4.531488e+07
8063271397	+8.132903e-01	+8.316399e-01	+2.720024e+07
8063271401	+3.864980e+00	+1.093460e+00	+3.902488e+07
8063271655	+8.618178e+00	+4.482289e+00	+1.850487e+07
8063271770	-9.030295e+00	+2.197471e+00	+4.659785e+07
8063271810	-5.992716e+00	-4.978998e+00	+2.861265e+07
8063271963	+5.105517e+00	+4.333696e+00	+8.830419e+06
8063272142	+4.767583e+00	+5.846717e+00	+4.611886e+07
8063272175	+5.428039e+00	-8.684858e+00	+9.793455e+07
8063272191	-1.560642e+00	-6.499261e+00	+9.447508e+06
8063272751	-6.954060e+00	-3.869154e+00	+2.742847e+07
8063273158	-6.916167e-01	+3.785842e+00	+8.781217e+06
8063273274	+5.840046e+00	+8.611206e+00	+2.607746e+07
8063273880	+3.457575e+00	+7.059788e+00	+2.931353e+07
8063274105	-4.690573e+00	+3.349982e+00	+3.625534e+06
8063274188	+1.985248e+00	-6.190508e-01	+7.302736e+07
8063274238	-8.666392e+00	-7.531158e+00	+2.037216e+07
8063274278	-6.926570e+00	-8.865003e-01	+2.726028e+08
8063274409	+2.386900e+00	-1.500920e+00	+1.530530e+07
8063274661	+2.154011e+00	-5.953976e+00	+1.169585e+07
8063274752	+6.899374e+00	-8.257503e+00	+2.091567e+07
8063275030	-9.328203e+00	-4.780648e+00	+2.655509e+07
8063275398	-2.409675e-01	-7.910669e+00	+3.864315e+07
8063275439	-2.623191e+00	-4.706787e+00	+6.277568e+06
8063275681	+5.529243e+00	-1.114068e+00	+6.151776e+06
8063277150	-4.261828e+00	-3.992938e+00	+8.768820e+08
8063277607	+3.764939e+00	-4.045478e+00	+1.321765e+07
8063277659	-5.042663e+00	+8.719278e-01	+8.582103e+07
8063277733	-2.752535e+00	+4.014324e+00	+5.325766e+07
8063277921	+4.423554e+00	+6.582046e+00	+4.544398e+07
8063277957	+2.411209e-02	-1.967273e+00	+1.894222e+08
8063278122	-5.118168e+00	-8.978351e+00	+2.550305e+07
8063278628	+3.078627e+00	+3.699844e+00	+3.718807e+07
8063278928	-7.507619e+00	-3.383906e-01	+1.942350e+07
8063278969	-1.588710e+00	+5.959260e+00	+1.030751e+07
8063279163	+3.731955e+00	+5.356307e+00	+3.942125e+07
8063279224	-1.821300e+00	-1.907407e+00	+2.271721e+07
8063279734	+5.944189e+00	-8.822072e+00	+1.756087e+07
8063279967	+6.330783e-01	-8.563131e+00	+1.066530e+08
8063280357	-2.506453e-01	-8.630313e+00	+1.060562e+08
8063280568	+5.883394e+00	-1.798582e+00	+1.066865e+07
8063280665	+8.765718e-01	-5.622046e+00	+1.244018e+07
8063280894	+6.867557e+00	-6.050688e+00	+6.374744e+06
8063281015	-7.230395e+00	+7.649093e+00	+1.598909e+08
8063281102	-2.809810e+00	-4.814433e+00	+1.166596e+07
8063281143	+9.053308e-01	-8.201516e+00	+2.286129e+07
8063281382	+3.045610e+00	+7.989173e+00	+4.128124e+06
8063281830	-2.084689e-01	+2.469653e+00	+1.168943e+07
8063282203	+5.128144e+00	+5.591060e+00	+7.788174e+06
8063282874	+7.922992e+00	+1.606726e+00	+1.191487e+07
8063282982	+7.457448e+00	-7.530561e+00	+8.922349e+06
8063283400	+2.162967e-01	+5.464557e-01	+1.092552e+07
8063283975	+1.225939e-01	-1.888267e+00	+5.582706e+06
8063284019	-8.040996e-01	-1.894994e-01	+3.725240e+07
8063284237	+1.890938e+00	+8.450521e+00	+1.107029e+07
8063284242	-3.109172e+00	-4.884681e+00	+2.415683e+06
8063284392	+6.703243e-01	-7.798050e+00	+5.890030e+08
8063284474	+2.372331e+00	-8.906407e+00	+3.877665e+07
8063285892	-7.182332e+00	+6.760096e+00	+1.589030e+07
8063286206	+5.577993e+00	-6.639838e+00	+8.976134e+06
8063286409	-3.309452e+00	-7.494363e+00	+1.326035e+07
8063286685	-4.776546e+00	+4.845985e+00	+3.262428e+07
8063287185	-8.853620e-01	+6.621779e+00	+7.008508e+06
8063287265	+4.347227e+00	-4.063001e+00	+1.712968e+07
8063287719	-1.860615e+00	+2.992664e+00	+5.436256e+06
8063287936	+8.684141e+00	-3.661637e+00	+1.063098e+08
8063288634	-4.626319e+00	-1.326221e+00	+1.981455e+07
8063288696	+3.126242e+00	+5.684015e+00	+4.996510e+06
8063289136	-4.714507e+00	-7.468355e+00	+4.008476e+07
8063289388	+6.359194e+00	-1.699833e-01	+1.056436e+07
8063289629	-4.918211e+00	-6.696430e+00	+4.448038e+08
8063289944	+8.631949e+00	-2.400146e+00	+4.463203e+07
8063290105	-5.372447e+00	-4.827266e+00	+5.636695e+06
8063290273	+3.530011e+00	-8.372466e+00	+1.038422e+07
8063290351	-6.667887e-01	-3.885482e+00	+3.292186e+07
8063290583	-1.817181e+00	-6.194294e+00	+1.957927e+07
8063290682	-5.034278e+00	-3.423712e+00	+4.354818e+07
8063291607	-4.402655e-01	-9.123887e-02	+2.550959e+08
8063291650	+8.582856e+00	-1.497926e+00	+7.436968e+06
8063292043	-3.155871e+00	-4.481811e+00	+3.037412e+07
8063293365	+6.608755e+00	-1.552979e+00	+6.429776e+07
8063293485	+8.311683e+00	+5.875142e+00	+3.069520e+07
8063293507	-4.673657e+00	-2.446346e+00	+3.718587e+07
8063294744	+7.890142e-01	+4.788635e+00	+3.692213e+07
8063295195	+6.901596e+00	+8.972962e+00	+2.955609e+07
8063295286	+5.125350e+00	-1.272824e+00	+4.127440e+07
8063295311	-7.382797e+00	+1.169551e+00	+2.000479e+07
8063295677	-7.791001e+00	+2.259150e+00	+5.904435e+08
8063295703	-7.604411e+00	+8.043255e+00	+2.237075e+07
8063295992	+2.850344e+00	+7.790930e+00	+1.883010e+08
8063296101	+5.315931e-01	+4.742410e+00	+7.857293e+06
8063296240	+5.505417e+00	+1.494362e+00	+4.112196e+08
8063297059	-5.119295e+00	-1.094314e+00	+7.858498e+07
8063297298	+8.268187e+00	+5.851079e+00	+1.537787e+07
8063297863	+7.105147e+00	+8.219468e+00	+2.998904e+07
8063297955	+7.318237e+00	-3.934697e+00	+1.009658e+08
8063298224	-5.250160e+00	-3.930250e+00	+9.710974e+07
8063298361	-1.461017e+00	+4.029655e+00	+4.599041e+08
8063298469	-3.151613e+00	+1.590002e-01	+1.578480e+07
8063299049	-7.840400e+00	-6.230537e+00	+7.830743e+06
8063299152	+8.543220e+00	-2.822906e+00	+3.615658e+06
8063299285	+7.776746e+00	+4.584200e+00	+1.123732e+07
8063299348	-8.479449e+00	-2.797944e+00	+1.150194e+07
8063299588	+5.925979e+00	+7.805588e+00	+3.960262e+07
8063299794	-4.057218e+00	+6.144908e+00	+3.101112e+08
8063300171	+3.806779e+00	+1.169917e+00	+1.279701e+07
8063300585	-7.097043e-01	-4.056480e+00	+1.235837e+07
8063300843	-1.168301e+00	-2.357128e+00	+3.822308e+07
8063301261	+2.707308e+00	+5.310261e+00	+1.789737e+07
8063301289	-3.688587e+00	-2.501846e+00	+1.000550e+07
8063301329	-8.108890e+00	-5.139438e+00	+2.028254e+08
8063301339	+1.981994e+00	+7.546713e+00	+1.695360e+07
8063301575	-4.623708e+00	+2.756691e+00	+7.281730e+06
8063301797	+6.703558e+00	-6.324044e+00	+2.813597e+07
8063302339	-8.046830e+00	+9.074712e+00	+4.094426e+07
8063302586	+3.523118e+00	-4.265430e+00	+1.935795e+07
8063302756	-6.945492e+00	-9.398939e-01	+7.957994e+07
8063303086	-9.480287e+00	-6.793934e+00	+7.657784e+06
8063303155	+3.088682e-01	-8.808845e-01	+6.555936e+06
8063304107	-2.618286e-01	+6.198953e-02	+1.695298e+07
8063304137	+7.649493e+00	+4.463117e+00	+1.724421e+07
8063304368	+1.053987e+00	+3.721409e-01	+1.549472e+07
8063304659	+5.516957e+00	-8.590195e+00	+2.005454e+07
8063304755	+2.696739e-02	+4.030207e+00	+4.163568e+07
8063305617	+3.925521e+00	+3.581977e+00	+6.614968e+07
8063305843	-4.297991e+00	-3.204389e+00	+5.925499e+07
8063305913	-2.380293e+00	+4.532525e-01	+1.659726e+07
8063306104	+6.394176e+00	+7.650594e+00	+2.911287e+07
8063306393	-3.437622e+00	+2.296962e+00	+3.406291e+07
8063306458	+4.952864e+00	+5.778458e+00	+1.423569e+07
8063306674	+1.601535e+00	-1.246618e+00	+1.704442e+07
8063307105	-5.043602e+00	+5.419117e+00	+2.803807e+07
8063307158	+9.178285e-01	+7.874610e+00	+8.102138e+06
8063307242	-4.148157e-01	+4.718085e+00	+1.250393e+09
8063307663	-1.049986e+00	-4.598551e+00	+3.922716e+07
8063308128	-1.196821e+00	-5.143640e+00	+2.113365e+08
8063308454	+6.197171e+00	+7.469186e+00	+1.651713e+08
8063308857	+5.138425e+00	+1.909984e+00	+1.265724e+08
8063309053	-6.338020e+00	+5.934382e+00	+1.544803e+07
8063309234	+3.684198e+00	+2.830430e+00	+4.044769e+07
8063309313	-1.701218e+00	-7.774521e+00	+7.414082e+06
8063309476	-5.877804e+00	-6.105834e+00	+6.170229e+07
8063309608	-4.246378e+00	+1.385675e-01	+9.758157e+06
8063309830	+6.788428e+00	+7.345240e+00	+4.979489e+08
8063310240	+9.151639e+00	-5.544090e+00	+2.048184e+07
8063311187	-8.048456e+00	+2.722286e+00	+2.429350e+07
8063311861	-1.348725e+00	+7.043565e+00	+1.483775e+07
8063312026	-2.654847e+00	+6.115624e-01	+3.091840e+07
8063312177	-8.557392e+00	+7.256931e+00	+2.058965e+07
8063312490	+4.691804e+00	-5.772932e-02	+1.333264e+07
8063312903	-6.770479e+00	+6.054007e+00	+1.058392e+08
8063313355	+4.628698e-01	-2.729724e+00	+6.526133e+07
8063314034	-3.886518e+00	-3.086427e+00	+1.118737e+08
8063314496	-1.127959e+00	-6.723891e+00	+1.090008e+08
8063315200	+2.938674e+00	+4.368508e-01	+3.668242e+08
8063315395	+1.929299e+00	+7.717781e+00	+1.811933e+07
8063315718	-8.855010e+00	-3.410275e+00	+3.944400e+07
8063315888	+5.541903e+00	-8.185718e+00	+1.444896e+07
8063315959	-3.260788e+00	-2.894690e+00	+1.211416e+07
8063315993	+7.882774e+00	+8.016188e+00	+1.141827e+07
8063316326	-1.570437e+00	+1.666845e+00	+6.134798e+07
8063317305	+1.581472e+00	+1.051502e+00	+5.673006e+07
8063317583	-6.418284e+00	+4.094820e+00	+4.817758e+07
8063317667	-5.412663e+00	-5.891434e-01	+2.308833e+08
8063317895	-3.444856e+00	+7.683260e+00	+1.135074e+07
8063317984	-2.515374e+00	-9.187406e+00	+8.793537e+06
8063318661	-5.453473e+00	+3.380723e+00	+1.041387e+07
8063319294	+7.404023e+00	+4.437494e+00	+7.617618e+06
8063319385	+7.337684e+00	-4.603312e+00	+3.397083e+08
8063319454	-3.338335e+00	-1.563384e+00	+1.738677e+08
8063319519	+4.127181e+00	+6.876818e+00	+1.798885e+07
8063319615	-4.975045e+00	+4.840815e+00	+1.328751e+07
8063320058	-8.537383e+00	+7.600489e+00	+2.684722e+07
8063320299	+2.793085e+00	+8.242700e+00	+3.351536e+07
8063320730	-5.863624e-01	-2.915768e+00	+1.327379e+07
8063320977	-6.485033e+00	-7.240016e+00	+8.798255e+06
8063321113	-4.951688e+00	-7.195506e+00	+1.643698e+08
8063321167	+5.898687e+00	+3.443688e+00	+2.933133e+06
8063322057	+7.044496e+00	-6.467100e+00	+4.039879e+09
8063322459	-9.116107e-01	+7.216635e+00	+5.572171e+07
8063323511	+3.563236e+00	+2.252431e+00	+2.702548e+07
8063324225	-3.468902e+00	+1.442139e+00	+2.387116e+08
8063324822	+4.084720e-01	-6.270777e+00	+5.243760e+07
8063325274	+7.539608e+00	+1.459473e+00	+9.369609e+06
8063325633	-6.956996e+00	+4.546163e+00	+1.366199e+07
8063326441	+7.858561e+00	-4.570853e+00	+2.212274e+09
8063326935	-5.107469e+00	-8.815956e+00	+7.073128e+06
8063327012	+4.558021e-01	-3.152629e+00	+6.356183e+06
8063327158	+5.171061e+00	+5.019666e+00	+1.200282e+07
8063327222	+5.098140e+00	+8.999672e+00	+3.347468e+07
8063327262	+5.620928e+00	-5.564085e+00	+3.185731e+07
8063327371	-1.116230e+00	-4.765432e+00	+1.401840e+08
8063327496	+3.495039e+00	-2.094316e+00	+9.466250e+06
8063328083	-3.780687e+00	+1.151556e+00	+2.653645e+07
8063328730	-7.541238e+00	-6.485686e-01	+1.318139e+07
8063329321	-6.823215e+00	-7.362156e+00	+7.020510e+07
8063329387	-3.937525e-01	+6.239304e+00	+1.442993e+08
8063330435	+1.573725e+00	-4.790113e+00	+4.993413e+07
8063331169	+6.193971e-02	+1.329231e+00	+5.494565e+07
8063331334	-8.339513e+00	-1.553901e-01	+8.035870e+07
8063331359	-4.881766e-01	+8.302302e+00	+7.344123e+06
8063331394	-8.416948e-02	+6.474192e+00	+5.326818e+07
8063331483	-3.145533e+00	-4.275103e+00	+9.908591e+06
8063331567	+4.781466e+00	-1.116818e+00	+6.899890e+06
8063332016	-8.342157e+00	+8.466332e+00	+1.354314e+07
8063332083	-2.591399e+00	+5.225662e+00	+4.690874e+07
8063332430	+1.167284e-01	-1.635716e+00	+1.127746e+08
8063332737	-2.161170e+00	+7.842036e+00	+3.725166e+08
8063332935	+6.676086e+00	-1.092855e+00	+4.191533e+07
8063333084	+9.466010e+00	+7.999353e-01	+2.778857e+07
8063333178	+2.048994e+00	-4.113987e+00	+8.835380e+08
8063333221	-7.132428e+00	+5.961051e+00	+1.609056e+07
8063333414	+6.009255e+00	-7.284311e+00	+4.813415e+08
8063333816	-5.882686e+00	-6.231086e+00	+9.861234e+06
8063334140	+5.584663e+00	-6.664126e+00	+1.442257e+08
8063334214	+2.225250e+00	-4.024770e+00	+3.523928e+07
8063334442	-8.218931e+00	-9.044554e+00	+1.965159e+07
8063334467	-7.133767e+00	+6.064313e+00	+8.412001e+06
8063335308	-8.866215e+00	+5.039431e+00	+6.974082e+06
8063335321	+2.535602e+00	+7.482389e-01	+5.972423e+07
8063335452	+5.660528e+00	-2.949809e+00	+8.631295e+06
8063335567	+6.660921e+00	+4.851784e+00	+9.224909e+06
8063336052	+4.002215e+00	+2.954806e+00	+4.969338e+08
8063336587	-7.111576e-01	-6.233892e+00	+2.487074e+07
8063336863	-1.164016e+00	+1.282388e+00	+1.150358e+07
8063337088	-6.579140e-02	-8.378931e+00	+6.470408e+06
8063337360	+5.217734e-01	+2.156916e-01	+2.231749e+07
8063337518	-8.588032e-01	+6.657511e+00	+1.279032e+07
8063337987	+7.416978e+00	-2.539831e+00	+9.332917e+06
8063338117	-4.818540e+00	-2.389659e+00	+1.486375e+08
8063338238	+8.223319e+00	+1.380298e+00	+6.878280e+06
8063338292	-8.980800e+00	-3.621096e+00	+1.759192e+07
8063338583	-7.933561e-01	+8.277928e+00	+9.866715e+06
8063338751	-4.381044e+00	+2.689356e+00	+6.442909e+06
8063338881	-8.042044e+00	-5.654751e+00	+1.700709e+07
8063339137	-1.026350e+00	-5.128074e-02	+7.839114e+06
8063339618	-8.194040e+00	-1.072628e-01	+1.715743e+08
8063339954	-6.726433e+00	+2.798326e+00	+6.935499e+06
8063340204	+7.630098e+00	+7.901769e+00	+5.936838e+06
8063340257	-7.614172e-01	-5.928627e+00	+8.882712e+06
8063340785	-1.585679e+00	-5.133760e-01	+1.443743e+07
8063341110	+6.895842e+00	-2.560105e+00	+8.959238e+07
8063341259	-6.941896e+00	-1.774499e+00	+1.003969e+07
8063341774	-5.309134e+00	-6.009065e+00	+1.549720e+07
8063342096	+4.520347e+00	+6.916785e+00	+4.527202e+07
8063342183	-4.992615e+00	-4.157683e+00	+4.617278e+09
8063342651	+5.419754e+00	-6.290177e+00	+6.960301e+07
8063342804	+4.364547e+00	-2.256164e-01	+1.653912e+08
8063342910	+8.920016e-01	+8.288172e+00	+1.198454e+07
8063343160	-5.767977e+00	+3.757310e-01	+2.946578e+07
8063343562	+4.577336e+00	+8.967404e+00	+1.398979e+08
8063343615	+7.775088e+00	+4.549875e+00	+2.501536e+07
8063343621	+2.256556e+00	+9.666892e+00	+2.607220e+07
8063343626	-8.531041e+00	+5.697576e+00	+6.852870e+06
8063343698	+7.816382e+00	+4.169864e+00	+8.673452e+06
8063343803	-6.620516e+00	+3.547220e+00	+7.456449e+07
8063344405	+4.650500e+00	+1.910079e+00	+9.026196e+06
8063344895	-9.278790e+00	+2.354990e+00	+2.093935e+07
8063345072	-7.675261e+00	+6.934119e+00	+1.212644e+07
8063345204	-2.750522e+00	+8.245479e+00	+6.123648e+06
8063346117	+7.778073e+00	-1.423443e+00	+1.181324e+07
8063346339	-6.451826e+00	+6.379212e-01	+1.862746e+07
8063346378	+2.726589e-01	+2.278392e+00	+1.461027e+08
8063346431	-4.422238e+00	+4.721864e+00	+2.015023e+07
8063346475	-1.149980e+00	-7.009707e+00	+2.971852e+07
8063346913	+1.005106e+00	-1.248599e+00	+1.236597e+07
8063347207	-2.937946e+00	+8.675281e-01	+1.985908e+07
8063347304	-2.737483e+00	-9.941454e-01	+3.187762e+08
8063347311	-4.010913e+00	+8.233745e+00	+1.055882e+07
8063347602	+3.095481e+00	-5.042973e+00	+7.010304e+06
8063347851	-2.121234e+00	-7.731750e+00	+1.540439e+07
8063347854	-6.202841e-01	-9.710362e+00	+1.157899e+07
8063347965	-2.638657e+00	-1.155035e+00	+7.430183e+07
8063348421	-5.115812e+00	+3.472721e+00	+1.171097e+08
8063348499	+4.434470e+00	+1.766219e+00	+4.350248e+07
8063349457	+8.558202e+00	+1.309012e+00	+2.976409e+08
8063349490	+2.218585e+00	-4.873593e+00	+3.433304e+07
8063349516	+1.962006e+00	-8.157182e+00	+4.131382e+06
8063350218	+4.058244e+00	+2.652282e+00	+2.290886e+07
8063350658	-4.866788e+00	+4.674190e-01	+6.556687e+07
8063350796	-3.163077e+00	+5.180034e+00	+2.267987e+08
8063351366	-6.015409e+00	+5.330787e-01	+3.795813e+07
8063351405	+4.991439e+00	+1.072988e+00	+3.836567e+07
8063351503	+8.335543e+00	-8.989011e-02	+6.885792e+06
8063351580	+8.090608e+00	-2.644292e+00	+2.816565e+07
8063351786	+6.470537e+00	+9.520389e-01	+1.753571e+07
8063351977	+8.672327e+00	-2.686173e+00	+1.238240e+07
8063352694	-4.831254e+00	-7.786626e+00	+8.746082e+06
8063353037	-4.426310e+00	+2.966272e+00	+3.938911e+07
8063353323	-2.452828e+00	+9.613354e-01	+4.589258e+07
8063353451	-1.924984e+00	+7.490299e+00	+2.404416e+07
8063353454	-4.268925e-01	+3.317275e+00	+4.438236e+07
8063353772	-4.806694e+00	-1.301023e+00	+1.745312e+07
8063354025	-6.389180e+00	-8.506126e+00	+1.162379e+07
8063354168	-8.241852e+00	-4.557516e+00	+1.096176e+08
8063354274	-1.912913e+00	-3.224756e+00	+2.453954e+07
8063354478	+1.935507e+00	+5.586252e+00	+1.198769e+07
8063354834	-5.319737e+00	+4.216621e+00	+3.236532e+07
8063354850	+9.288282e-01	-7.113352e+00	+2.470689e+07
8063355262	-2.071414e+00	-6.068776e+00	+1.519012e+07
8063355413	-8.508334e+00	+4.725709e+00	+3.154688e+08
8063355768	+1.827809e+00	-4.302990e+00	+2.965415e+07
8063355976	-3.266060e+00	+2.698596e-01	+4.768012e+06
8063356004	+7.647861e+00	-1.959509e+00	+1.948599e+07
8063356149	-5.916265e+00	+6.565267e+00	+1.535073e+07
8063356710	-1.782203e+00	-5.676195e+00	+8.400714e+07
8063357106	+1.979767e-01	-6.758608e+00	+1.282736e+08
8063357140	+6.626725e+00	-4.739248e-01	+2.158281e+08
8063357162	+3.377579e+00	-2.657294e+00	+1.142452e+07
8063357443	-2.336867e+00	+5.168385e+00	+1.236510e+07
8063357474	+2.108644e+00	+9.177067e+00	+1.766443e+07
8063357538	-7.804876e+00	-3.659001e-02	+6.044519e+07
8063357832	+1.225428e+00	-7.769975e-01	+1.402732e+07
8063357840	-8.581118e+00	-6.844215e+00	+7.403633e+07
8063358376	+3.667226e-01	-7.673083e+00	+1.194709e+07
8063358612	+6.493342e+00	+6.624621e+00	+2.861034e+08
8063358825	+3.232383e+00	+6.095487e+00	+7.897833e+07
8063358945	-6.312127e+00	+7.832473e+00	+3.076890e+07
8063359039	+5.443879e+00	-7.918478e+00	+3.253174e+07
8063359128	-2.177622e+00	-3.522870e+00	+8.808841e+06
8063359289	+4.072921e+00	+4.450831e+00	+1.695669e+08
8063359570	-8.686320e+00	-4.429334e+00	+1.545444e+07
8063359583	-5.043439e+00	+6.266177e+00	+3.336271e+07
8063359779	-3.630669e+00	-4.480375e+00	+1.604916e+07
8063359810	-4.702640e+00	+2.406551e+00	+1.250945e+07
8063359891	+4.959700e+00	+9.123042e+00	+2.769482e+06
8063360406	+6.130397e+00	+4.391358e+00	+1.683986e+07
8063360681	+6.691573e+00	-6.714309e+00	+8.900075e+06
8063360817	+2.401375e+00	-4.931062e+00	+3.894386e+07
