id	px	py	stellar_mass
8063573249	-2.196724e+00	+1.426884e+00	+7.883119e+07
8063573267	+4.890298e+00	-4.484752e+00	+1.146080e+07
8063573334	-4.256121e+00	+7.009952e+00	+2.602859e+07
8063573421	+7.253630e+00	+1.879452e+00	+2.455028e+07
8063573449	+6.951242e+00	-9.039824e+00	+2.766305e+07
8063573584	-9.891241e+00	-6.479411e+00	+1.231910e+08
8063573916	-3.808160e+00	+4.212351e+00	+2.354113e+07
8063574106	-3.695557e+00	-8.872069e+00	+1.637423e+07
8063574473	+6.732381e+00	+8.855012e+00	+1.053305e+07
8063574538	-3.985517e+00	+1.892615e+00	+2.895533e+07
8063574806	-5.598896e+00	+5.644122e+00	+5.208294e+07
8063575349	+7.282564e+00	-8.162342e+00	+6.482648e+07
8063575508	+2.374711e+00	+3.417289e+00	+1.219389e+07
8063575888	+5.060235e+00	-3.225113e+00	+2.177017e+08
8063575963	+4.526153e+00	-5.433210e+00	+2.492246e+07
8063576045	-1.353567e+00	-2.808350e+00	+2.859345e+07
8063576057	-3.014879e+00	-7.545294e+00	+1.653962e+07
8063576083	-5.412718e+00	-7.626871e+00	+8.361272e+06
8063576084	+7.802679e+00	+8.233682e+00	+4.406316e+06
8063576125	+1.957014e+00	+4.013906e+00	+6.930077e+06
8063576267	+6.716282e+00	+2.547909e+00	+2.267581e+07
8063576769	-8.639822e+00	+6.733783e+00	+1.073652e+08
8063577033	+1.716894e+00	-7.736373e+00	+2.756749e+07
8063577330	+2.259846e+00	-5.601178e+00	+9.221388e+06
8063577527	-7.533762e+00	+4.894525e+00	+1.593096e+07
8063577539	+2.186229e+00	+5.243283e+00	+4.079221e+07
8063577685	-7.754993e+00	+1.098501e+00	+4.271941e+07
8063578438	-2.680847e+00	+1.264730e-01	+1.334214e+07
8063579138	-1.971592e+00	-2.346411e+00	+9.506990e+06
8063579817	-8.432381e+00	+9.228312e+00	+1.038718e+07
8063579827	-5.047336e+00	+8.690338e+00	+4.406179e+07
8063579838	-2.176389e+00	+1.505576e+00	+2.063353e+07
8063579940	-2.056987e+00	-4.178090e+00	+1.540391e+07
8063580006	+7.530919e+00	+6.284709e+00	+3.181506e+07
8063580341	+3.981299e+00	+2.111096e+00	+5.206146e+06
8063580395	+4.001460e+00	+2.689142e+00	+1.772079e+07
8063580658	+8.500049e-01	+1.623009e+00	+2.048161e+07
8063580876	+6.295709e+00	-1.243542e+00	+1.355388e+07
8063581007	+9.723659e+00	-6.922641e+00	+1.116259e+09
8063581185	-4.390998e+00	+6.476022e+00	+1.072541e+07
8063581338	+3.791142e+00	+8.398392e-01	+2.988077e+07
8063581442	-4.869888e+00	+1.114130e+00	+1.149069e+07
8063581576	+6.801568e+00	-1.530982e+00	+4.923404e+06
8063581695	-5.944815e+00	-4.325842e+00	+2.637146e+08
8063581725	-2.636919e+00	-7.058641e+00	+5.800979e+07
8063581838	-3.227301e+00	-3.644093e+00	+2.245151e+07
8063581871	+6.037852e+00	+4.165229e+00	+1.368462e+07
8063582302	+2.283650e+00	+5.445280e+00	+1.251390e+07
8063583121	+6.697697e+00	+7.251879e-01	+7.908017e+07
8063583145	-3.726452e+00	-3.461122e+00	+3.593042e+07
8063583304	-2.793432e+00	+4.459388e+00	+4.196792e+07
8063583648	+5.297641e+00	-7.999660e+00	+1.724228e+07
8063584670	-6.333438e+00	+7.539514e+00	+1.071466e+07
8063584999	-6.298975e+00	-6.514038e+00	+3.302967e+07
8063585128	+6.210019e+00	-7.312573e-01	+2.066027e+07
8063585224	-4.480122e+00	+5.695615e+00	+4.342600e+07
8063585236	+7.216361e+00	+3.656727e+00	+7.119761e+07
8063585273	-7.041088e+00	+8.164033e+00	+3.197786e+07
8063585611	+6.121630e+00	-2.097667e+00	+3.022883e+07
8063585738	-6.319380e-01	-7.146609e+00	+5.340385e+07
8063585797	-9.107918e+00	+4.158917e+00	+1.819276e+07
8063585869	+8.961786e-01	+5.497941e+00	+1.378441e+07
8063586120	-4.875782e+00	+1.201179e+00	+1.868716e+07
8063586200	+3.539946e+00	-9.101017e-01	+2.214557e+08
8063586617	+6.015919e+00	-7.121759e+00	+1.295928e+07
8063586756	+5.631529e+00	-7.026645e+00	+7.395550e+07
8063586768	+1.505702e+00	-3.556472e+00	+1.471615e+07
8063586887	+6.494343e+00	-5.013661e+00	+1.066886e+07
8063587049	-5.029812e+00	+6.065581e+00	+2.520581e+07
8063587325	+6.530573e+00	+4.556588e+00	+6.298159e+06
8063587520	+1.328287e+00	+5.637243e+00	+9.688093e+06
8063587534	-3.611405e+00	-4.920199e+00	+9.014978e+07
8063587535	+8.975672e+00	+8.193754e+00	+1.376435e+07
8063587959	+8.088373e+00	+3.259458e+00	+9.553903e+06
8063588263	-9.515614e-01	+3.522414e+00	+4.298402e+06
8063588699	+9.179074e+00	-7.798596e+00	+5.821495e+07
8063588766	+9.308322e-02	+8.372820e+00	+2.975405e+07
8063588791	-3.340516e+00	+8.108717e+00	+2.337504e+07
8063588866	+2.691869e+00	-6.051393e+00	+2.069629e+07
8063589610	-1.571912e+00	+9.410346e+00	+2.588834e+07
8063589882	+5.614497e+00	-8.754038e+00	+1.152667e+07
8063590250	+8.178893e+00	+7.164961e+00	+1.574087e+07
8063590253	+6.601852e+00	-1.469898e+00	+2.327783e+07
8063590542	+7.609883e+00	-1.977822e+00	+1.232637e+07
8063590641	-4.914881e+00	-8.896801e+00	+5.081009e+06
8063590922	-2.222131e+00	-1.922131e+00	+1.345771e+07
8063591041	-1.060871e+00	+2.111796e+00	+9.152248e+07
8063591150	-2.736163e+00	-4.468176e+00	+3.162146e+07
8063591548	-9.053412e+00	-5.360221e-01	+2.127392e+07
8063591714	+5.964231e+00	+7.340644e+00	+2.928012e+07
8063591717	-2.528476e+00	+6.921856e+00	+2.298790e+07
8063591816	+2.144036e+00	-3.830199e+00	+2.198198e+07
8063592066	-2.436675e+00	-2.295912e+00	+4.521696e+06
8063592235	-7.452570e+00	+8.714561e+00	+5.064530e+06
8063592521	+6.073444e+00	-9.501261e+00	+1.651258e+07
8063592532	+6.017158e+00	+7.139406e+00	+9.533206e+07
8063593299	+6.240135e+00	+6.724200e+00	+7.851534e+07
8063593506	+2.530720e+00	-9.592804e+00	+1.587992e+08
8063593607	+8.416768e-01	+6.926621e+00	+5.941719e+07
8063593678	-1.191384e+00	-9.011811e+00	+2.414989e+07
8063593738	-4.745946e+00	+4.422786e+00	+4.996498e+06
8063593787	+6.456711e+00	-5.684741e+00	+1.377021e+08
8063594009	+7.680700e+00	-3.024982e+00	+8.061872e+06
8063594090	-9.593203e+00	-7.952916e+00	+6.806772e+06
8063594167	+6.497041e+00	+3.729746e+00	+9.226892e+07
8063594526	+3.638604e+00	-8.767713e-01	+4.849088e+07
8063594739	+6.326147e+00	-8.927745e+00	+2.084015e+07
8063594965	+5.874631e+00	+2.915981e+00	+1.448332e+07
8063595032	-5.811072e+00	-7.827236e+00	+1.659873e+07
8063595082	+2.763789e+00	+6.408402e+00	+9.939700e+06
8063595218	-6.741723e+00	+6.991344e+00	+6.095697e+06
8063595446	+6.328506e+00	+8.498346e+00	+2.422463e+07
8063595592	-8.714301e-01	+2.348585e-01	+4.986117e+07
8063595779	-7.025105e+00	+2.314563e+00	+4.133977e+07
8063595813	+3.035365e-01	+1.157699e+00	+1.996275e+07
8063595978	+2.234057e+00	-2.892551e+00	+2.050132e+07
8063596648	-5.313742e+00	+3.861049e+00	+5.314407e+07
8063596694	-7.276648e+00	+6.482126e+00	+1.604083e+07
8063596742	-3.609497e-01	+4.555925e+00	+4.164629e+07
8063597081	+8.548995e+00	-5.948776e+00	+3.132306e+07
8063597235	+8.459816e+00	-2.576695e+00	+1.193268e+07
8063597508	+7.441559e+00	+3.874289e+00	+2.350570e+06
8063597539	-6.364955e-01	-4.951274e+00	+7.639602e+06
8063597607	+2.821282e+00	-2.898547e+00	+2.816240e+07
8063597864	+4.177489e+00	-6.619575e+00	+1.293297e+07
8063598015	-5.861835e+00	+5.229691e-01	+9.150527e+06
8063598056	-4.976949e+00	-1.920960e+00	+2.182136e+07
8063598373	+6.349671e+00	-1.764825e+00	+7.396282e+06
8063598393	-1.976713e+00	+7.339159e-01	+3.143678e+07
8063598559	-9.158852e+00	-2.647753e+00	+1.025346e+07
8063598608	-7.706622e+00	+6.629421e+00	+3.451692e+07
8063599203	-2.869369e+00	-7.785710e+00	+2.068012e+07
8063599297	+2.341476e+00	-5.607267e+00	+8.257055e+06
8063599335	+2.494361e+00	+9.924488e+00	+8.458497e+07
8063599406	-6.502084e+00	+7.426747e+00	+3.407438e+07
8063599888	+3.697075e+00	+7.196278e+00	+5.550948e+06
8063600126	-2.059090e+00	+9.151123e+00	+1.508863e+07
8063600461	-4.208300e+00	-3.109035e-02	+3.180559e+07
8063600527	-5.322602e+00	+5.651119e+00	+9.266118e+07
8063600725	-8.217823e+00	-4.455483e+00	+4.213186e+07
8063600978	+8.946005e+00	+6.297835e+00	+9.136547e+06
8063601096	+6.838080e+00	-3.950789e+00	+3.752265e+07
8063601264	+7.970845e+00	-5.796381e+00	+1.574626e+07
8063601342	-6.133743e+00	+3.564839e+00	+4.283899e+07
8063601531	-3.354034e+00	+3.431138e+00	+9.008338e+07
8063601618	-5.540319e+00	-5.292666e+00	+5.310132e+06
8063601700	-2.174025e-01	+4.991037e+00	+1.772604e+07
8063601828	-2.339408e+00	+1.008147e+00	+4.846636e+07
8063601842	+7.299765e-01	-5.331210e-01	+6.551607e+07
8063601875	+4.918143e+00	+2.879096e+00	+5.487162e+07
8063601897	+5.878624e+00	-7.681799e+00	+2.899358e+07
8063602100	+7.135159e+00	-1.001541e+00	+2.384308e+08
8063602123	-8.308364e+00	-9.123770e+00	+5.262250e+07
8063602142	-4.312810e+00	+9.631749e-01	+8.085447e+07
8063602497	-8.181145e+00	+8.554390e+00	+9.300294e+07
8063602669	-9.519021e+00	-3.789915e+00	+3.706216e+07
8063602963	+2.279650e+00	-8.612088e+00	+4.042919e+06
8063602970	+7.925129e+00	-1.919870e+00	+4.891915e+06
8063602979	-5.483257e+00	+6.462254e+00	+1.974330e+07
8063602991	+5.149774e+00	+1.506092e+00	+3.623658e+07
8063603049	-1.728370e+00	-6.302163e+00	+2.014285e+07
8063603072	-5.244057e+00	+7.528209e+00	+2.108806e+07
8063603087	-2.789027e+00	+5.525185e+00	+4.020554e+07
8063603149	-1.224332e+00	-5.715651e+00	+1.946634e+07
8063603286	-1.967095e+00	+2.072752e+00	+2.096357e+08
8063603411	-1.687786e+00	+2.944584e+00	+3.540373e+07
8063603426	+3.238749e+00	+5.588484e+00	+1.762742e+07
8063603489	+5.105325e-01	-7.012069e+00	+7.957648e+07
8063603564	+4.450703e+00	-6.226555e+00	+1.549329e+07
8063603654	-8.293529e-01	+7.267759e+00	+6.189657e+08
8063603704	+4.088127e+00	-3.629478e+00	+8.536664e+07
8063603775	-9.171221e+00	-8.284324e+00	+2.802851e+07
8063603782	-2.429268e+00	+8.337304e+00	+2.538156e+08
8063604305	-7.866689e+00	+7.845483e+00	+8.872121e+06
8063604632	+2.012648e+00	+6.547958e+00	+1.094044e+07
8063604787	-5.389826e+00	+5.307376e+00	+5.847433e+07
8063605239	-2.949087e+00	-8.152415e+00	+1.201006e+07
8063605289	-4.292809e+00	+4.965490e+00	+6.253198e+06
8063605419	-7.709938e+00	+5.740648e+00	+1.525114e+08
8063605513	-1.009061e+00	+8.485210e+00	+4.248172e+07
8063605540	+5.494109e+00	+7.883704e-01	+5.927280e+06
8063605559	-5.578263e+00	+6.143296e+00	+1.205029e+07
8063605572	+8.720125e+00	-3.994542e+00	+7.781602e+07
8063605752	+8.863177e+00	+7.148015e+00	+5.094031e+07
8063605778	-9.013076e+00	-8.378874e+00	+6.251858e+07
8063605835	-6.707237e-01	-2.690654e+00	+3.497464e+07
8063605989	+5.565122e+00	+2.113821e+00	+1.059295e+07
8063605998	+5.294637e+00	+1.706832e-01	+1.764471e+07
8063606241	+1.290181e+00	-2.046231e-01	+1.422187e+07
8063606263	+2.060224e+00	-3.767885e+00	+6.849578e+07
8063606536	-4.282002e+00	+4.065942e+00	+2.266716e+07
8063606698	-1.205798e+00	-5.357587e-01	+1.718042e+07
8063606703	+4.230419e+00	+1.880013e+00	+1.061873e+07
8063607106	+9.162475e-02	-7.764900e-01	+1.326685e+07
8063607195	-8.055831e+00	-1.753785e+00	+3.381522e+07
8063607774	-1.872900e+00	+3.299066e+00	+5.832509e+07
8063608086	-6.431518e+00	+4.524145e-01	+8.899273e+06
8063608104	-2.051134e+00	+6.084518e+00	+5.395148e+07
8063608221	+9.641281e-02	-4.912918e+00	+1.406292e+08
8063608855	+8.962479e+00	+3.331286e+00	+5.080273e+07
8063608930	-3.045876e+00	-2.477634e+00	+1.152433e+07
8063608954	+8.236419e+00	+4.862925e+00	+3.526277e+08
8063609034	-2.613404e+00	+1.290622e+00	+1.140772e+07
8063609077	+6.351508e+00	-7.586866e+00	+6.560861e+06
8063609404	-8.656279e+00	-6.994555e+00	+2.430635e+07
8063609453	-2.513552e-01	+9.149978e+00	+1.479716e+08
8063609967	-4.436804e+00	+4.604508e+00	+2.066560e+08
8063610259	+1.156658e+00	+6.243011e+00	+2.642900e+07
8063610440	+2.892387e+00	+3.347969e+00	+7.141964e+06
8063610797	+9.048907e+00	+3.747655e+00	+6.521014e+06
8063611273	-3.184928e+00	+5.417559e+00	+2.442346e+07
8063611926	+5.005827e+00	-8.706445e+00	+8.462296e+07
8063612085	-9.387088e+00	+1.860054e-01	+8.065171e+07
8063612136	+5.549095e+00	+4.481547e+00	+3.482037e+07
8063612305	-7.257742e-01	+2.059989e+00	+1.822631e+07
8063612356	-7.621643e+00	-4.549642e+00	+8.486513e+06
8063612510	-8.659916e+00	-6.237878e+00	+2.797777e+07
8063613212	+1.845776e+00	+2.113759e-02	+3.748033e+07
8063613221	-3.805592e+00	+4.876205e+00	+2.057978e+07
8063613238	-3.374344e+00	+5.498907e-01	+9.636126e+07
8063613309	-1.857612e+00	-5.235233e+00	+9.215315e+06
8063613345	+1.967548e+00	+2.522639e+00	+2.204482e+07
8063613639	+6.229433e+00	+2.980544e+00	+1.188665e+07
8063613729	-8.709739e+00	-9.224262e+00	+1.420204e+07
8063613943	+1.086255e+00	-7.497890e+00	+4.591184e+07
8063614018	+5.509066e+00	+1.819512e+00	+1.917035e+08
8063614045	+7.277938e+00	-9.263693e+00	+9.029165e+07
8063614125	-8.272975e+00	+1.190621e-01	+2.752947e+07
8063614304	+7.407536e+00	-4.428589e+00	+2.632959e+07
8063614392	+4.413686e+00	-1.225716e+00	+7.074379e+07
8063614534	-6.410621e+00	-3.788092e+00	+4.749711e+07
8063614682	-6.103827e+00	+6.445326e+00	+2.282144e+07
8063614848	+2.355157e+00	-7.727284e+00	+8.863349e+06
8063614890	+6.887188e+00	+5.714593e+00	+3.347400e+07
8063614942	-5.731424e+00	-3.844202e+00	+5.787843e+06
8063614976	+2.098428e+00	+1.487882e+00	+1.483794e+07
8063615086	+7.770217e+00	+7.010142e+00	+1.664324e+08
8063615310	+9.257930e-01	-2.350130e-01	+8.311546e+06
8063615564	-7.224088e+00	+9.012213e+00	+1.320588e+07
8063615741	+5.720625e+00	-1.686564e+00	+1.211829e+07
8063615924	+7.737866e-01	+3.472266e+00	+1.067368e+07
8063616007	-3.285289e+00	-5.172442e+00	+1.763562e+08
8063616170	-4.642405e+00	+6.689958e+00	+2.395921e+07
8063616279	-9.600168e+00	-6.317343e+00	+1.060223e+08
8063616281	-3.570234e+00	-9.298115e+00	+3.460721e+07
8063616588	-8.783556e+00	-6.813384e+00	+2.555550e+07
8063616714	-8.596426e-01	+2.857842e-01	+5.477523e+06
8063616898	-9.289234e-01	+4.314890e+00	+2.944555e+07
8063616908	+6.084852e+00	-5.429566e+00	+1.934312e+07
8063617012	-6.620918e+00	-6.400127e+00	+3.999384e+07
8063617232	+5.710983e+00	-3.527483e+00	+5.440960e+07
8063617437	+3.705570e+00	-2.230392e+00	+1.848249e+07
8063617447	-7.480687e+00	-1.851077e+00	+7.106434e+07
8063617450	-5.804183e+00	+2.729717e+00	+3.111378e+07
8063617818	-2.251728e+00	+8.598060e+00	+5.120528e+07
8063618085	+5.454140e+00	+2.241270e-01	+9.732382e+06
8063618112	+3.919487e+00	-2.918584e+00	+4.966292e+06
8063618202	+5.641667e+00	-6.322434e+00	+1.958334e+07
8063618242	+3.890794e-01	+9.011335e+00	+4.757474e+06
8063618368	-3.111111e+00	-3.469369e+00	+1.106418e+07
8063618383	-1.923893e+00	+3.223519e+00	+6.451508e+06
8063618434	-9.259559e-02	-5.131167e-01	+1.740288e+07
8063618587	+6.714599e-01	-6.060638e+00	+2.296117e+07
8063618604	+2.295894e+00	+4.188159e+00	+2.168625e+07
8063618938	-2.933808e+00	+9.137679e-01	+4.884380e+07
8063619186	-8.622287e+00	+8.020851e+00	+2.987579e+07
8063619353	+5.401941e+00	+9.012142e+00	+4.167189e+07
8063619417	-9.704177e-01	-5.652313e+00	+5.637340e+06
8063619510	-8.180926e+00	+8.352988e+00	+2.648407e+07
8063619605	-8.017826e+00	+3.495919e+00	+1.796440e+07
8063619844	-7.728861e+00	-1.463611e-01	+1.460652e+08
8063620470	+8.194425e+00	-7.165716e+00	+1.501636e+07
8063620640	+3.581435e+00	-1.684212e+00	+2.418131e+07
8063620902	-6.979654e+00	-5.250326e+00	+3.964378e+07
8063620991	-6.444959e-01	-7.046200e-01	+6.180338e+07
8063621877	-7.262971e+00	+3.058460e+00	+8.864455e+06
8063622007	+7.223114e-01	-4.585919e+00	+1.294224e+08
8063622052	+5.169016e+00	+3.586877e+00	+3.580777e+07
8063622136	+4.175859e+00	-8.496624e+00	+1.412129e+07
8063622173	+7.866523e+00	-7.375189e+00	+2.119121e+07
8063622189	+1.181497e+00	+3.109650e+00	+3.628884e+07
8063622363	+6.899991e+00	+3.349693e+00	+3.114813e+07
8063622486	+9.177667e+00	-3.707958e+00	+1.530887e+07
8063622645	+3.965771e-01	-4.487063e+00	+8.605201e+06
8063622666	-1.793563e+00	+6.373368e+00	+3.728019e+07
8063622724	-9.131737e+00	+9.012484e-01	+1.517312e+07
8063622832	-5.901705e+00	-4.605475e-01	+2.188150e+07
8063623119	+3.558655e+00	+1.118716e+00	+3.277157e+07
8063623395	+4.680020e+00	-5.365350e+00	+1.398121e+07
8063623627	-2.127080e+00	+4.635681e+00	+3.698992e+07
8063623682	+8.669313e+00	-9.529098e+00	+1.285309e+07
8063623861	-7.146764e+00	+3.717902e+00	+9.713384e+07
8063624031	-5.043434e+00	+4.421349e-01	+3.851473e+07
8063624039	-2.005335e+00	+5.321630e+00	+4.054044e+07
8063624065	+4.088475e+00	-6.857874e-01	+2.926519e+07
8063624123	+8.989290e+00	+2.035660e-01	+1.487635e+07
8063624215	+8.146815e+00	-4.728238e+00	+2.856963e+07
8063624431	+3.101267e-01	+5.443996e+00	+5.214088e+06
8063624446	-1.285915e+00	-1.844020e+00	+7.469558e+06
8063624536	-9.208355e+00	-3.950849e+00	+6.642782e+07
8063624824	-5.211950e+00	+1.896714e+00	+6.970140e+06
8063625217	-4.005143e-01	-2.877963e+00	+1.663526e+07
8063625484	-5.144048e+00	-6.030869e+00	+9.772963e+06
8063625521	-8.520211e+00	+1.276929e+00	+2.811388e+07
8063625755	+3.498248e+00	-1.852300e+00	+9.440138e+06
8063626181	-5.076730e+00	+6.461704e+00	+8.975965e+06
8063626494	-5.012643e+00	+8.415140e+00	+5.232792e+07
8063626570	-8.028166e+00	-8.286393e+00	+2.069863e+07
8063626801	-7.394954e-01	+5.653463e+00	+2.990757e+07
8063626983	+8.113419e+00	-6.502860e+00	+5.687442e+07
8063627076	+3.246577e+00	-4.139202e+00	+8.947411e+06
8063627218	-5.943906e+00	-4.417264e+00	+1.719751e+07
8063627343	-5.385467e+00	+4.228874e+00	+1.709147e+07
8063627366	-5.810187e+00	-5.413843e+00	+2.609469e+07
8063627658	-3.691586e+00	-7.881844e+00	+1.350574e+07
8063627906	-2.685538e+00	-1.037693e+00	+2.669999e+07
8063628191	-6.698620e+00	-2.558617e+00	+8.918597e+06
8063628254	+7.815221e+00	+9.280438e+00	+9.837714e+06
8063628402	-7.275034e-01	+6.991313e+00	+1.712929e+07
8063628639	+2.797366e+00	+8.090422e+00	+7.055215e+06
8063628645	-3.455384e+00	+8.304346e+00	+1.445115e+07
8063628855	-7.181617e+00	-5.182588e+00	+1.131850e+08
8063629007	+8.794457e+00	+9.279482e+00	+1.721546e+07
8063629428	+4.355846e+00	+8.781286e+00	+3.262449e+07
8063630036	-7.294271e-01	+8.807617e+00	+6.119266e+06
8063630175	+3.268859e+00	-1.050734e+00	+3.776120e+07
8063630455	+3.840577e+00	-1.681142e+00	+3.180972e+07
8063630601	-7.484287e+00	-2.584486e-01	+7.282996e+06
8063630795	+1.283174e+00	-5.318128e+00	+3.230001e+07
8063630832	-3.016993e+00	+4.942664e+00	+1.561268e+07
8063630887	-2.014998e+00	-3.347523e+00	+7.066950e+07
8063630948	-3.223327e+00	-4.779507e+00	+1.200983e+07
8063630985	-1.220175e+00	-2.076397e+00	+2.061517e+07
8063631132	+7.244510e+00	-4.056320e+00	+2.607463e+07
8063631405	+2.013944e+00	+6.330551e+00	+3.456959e+07
8063631549	+7.025735e+00	+8.898965e+00	+1.576717e+07
8063631634	+6.414653e+00	-6.101188e+00	+1.305398e+07
8063631758	+7.890644e+00	+6.671774e+00	+2.852135e+07
8063631884	-4.094062e+00	-6.122664e+00	+1.434582e+07
8063632159	+8.295348e+00	-4.602470e+00	+6.663454e+07
8063632317	-1.574281e+00	+7.167372e+00	+1.252065e+07
8063632381	-6.392451e+00	+3.866138e+00	+6.515198e+06
8063632391	+4.473949e+00	-2.657262e-01	+5.614713e+07
8063632741	-7.400252e+00	+5.059833e+00	+8.198328e+06
8063633096	+8.173821e+00	+4.342744e+00	+2.746493e+07
8063633194	-2.590654e+00	+9.649999e-01	+6.198414e+06
8063633284	+7.312491e+00	+7.408357e+00	+5.875686e+07
8063633334	-6.022178e+00	-7.124654e-01	+9.618769e+06
8063633468	-3.954816e+00	-4.144545e+00	+1.858628e+07
8063633508	+8.632254e+00	-5.298846e+00	+7.318218e+06
8063633515	+3.710357e+00	-4.670236e+00	+7.240006e+06
8063633551	-1.057655e+00	+8.403841e+00	+3.442161e+07
8063634004	-2.161690e+00	-1.151511e-01	+2.066668e+07
8063634191	-7.877166e+00	-2.000946e+00	+3.952140e+07
8063634239	+7.989135e+00	+6.003599e+00	+5.785866e+07
8063634310	+2.983137e-01	-2.106684e+00	+2.230627e+07
8063634599	-7.622660e+00	-4.844042e+00	+1.529633e+07
8063634980	-6.422104e+00	-6.993407e+00	+2.325077e+07
8063635076	-3.294893e+00	+5.303221e-01	+8.015356e+06
8063635159	+8.015603e+00	-3.287036e+00	+9.404022e+07
8063635201	+7.304612e+00	+6.301124e+00	+1.153339e+07
8063635425	-9.365698e+00	+8.431720e-01	+8.578891e+07
8063635447	+6.512710e+00	+1.795221e+00	+8.115771e+06
8063635540	-7.603721e-01	-5.689435e+00	+6.168250e+06
8063635613	+4.095442e+00	-3.730889e+00	+3.000444e+07
8063635631	-4.516827e+00	-1.218333e+00	+7.832507e+06
8063635779	+4.471075e+00	-6.296357e+00	+7.049847e+06
8063635814	-6.971596e+00	-9.537817e+00	+2.323362e+07
8063635858	-7.706631e+00	+6.426680e+00	+1.882674e+07
8063636175	+6.803470e+00	+1.376636e+00	+2.463624e+07
8063636177	+7.771430e+00	-1.175699e+00	+1.414606e+07
8063636225	-5.239621e-01	+1.816120e-01	+2.644316e+07
8063636385	+4.560438e+00	+6.563788e+00	+3.235207e+07
8063636577	+3.739267e+00	+8.802914e-01	+2.929280e+07
8063636702	-6.236143e+00	+2.201190e+00	+4.720076e+07
8063636714	+7.586178e+00	-4.117840e+00	+3.582518e+07
8063636729	-7.250964e+00	+2.131264e+00	+1.345107e+07
8063636902	-5.898765e+00	-4.552529e+00	+1.530871e+07
8063637198	+6.031073e+00	+4.777955e+00	+1.340999e+09
8063637305	+8.467302e+00	-9.103602e-01	+1.466360e+07
8063637741	+8.153026e+00	+9.284953e-01	+2.569474e+07
8063638043	-5.345155e-01	+1.514248e+00	+5.038278e+07
8063638073	+4.464141e+00	+4.044256e+00	+2.218260e+06
8063638136	+8.231661e+00	+5.238915e+00	+1.419059e+07
8063638140	+8.107194e+00	+7.277152e+00	+3.348776e+08
8063638300	-2.589592e+00	-2.567090e+00	+4.483191e+07
8063638374	-3.600998e+00	+6.975238e+00	+3.017042e+07
8063638381	-3.671883e-01	+8.555138e+00	+2.209529e+07
8063638457	-8.274054e+00	-7.378277e+00	+5.388887e+07
8063638551	-1.764142e+00	-8.606534e+00	+2.786760e+07
8063638895	-9.051638e+00	-5.870192e+00	+6.020550e+06
8063639363	-3.265641e-01	+7.706889e-01	+8.251941e+06
8063639681	-7.085406e+00	+5.694704e+00	+1.075555e+08
8063639870	+1.543922e+00	-8.759623e+00	+8.121744e+06
8063640034	-8.944454e+00	+4.971489e+00	+5.744629e+07
8063640531	+6.090519e+00	+3.655940e+00	+2.616534e+07
8063640715	+6.005902e+00	-3.175592e+00	+1.301996e+07
8063641428	-4.806694e+00	-9.456706e+00	+7.830638e+07
8063641648	+3.715371e+00	+6.459564e+00	+8.849898e+07
8063641670	-5.583411e+00	+4.758897e+00	+1.496085e+07
8063641794	+7.467987e+00	-2.812247e+00	+1.566152e+07
8063641813	-5.659237e-01	+8.232108e+00	+2.214990e+07
8063641960	-7.485573e+00	+9.031508e+00	+1.253049e+07
8063641964	+1.371035e+00	-8.358737e+00	+2.786356e+07
8063642102	-5.902670e-01	-3.876949e+00	+1.879732e+07
8063642403	+5.787722e+00	+8.313473e+00	+2.857973e+07
8063642639	+8.725384e+00	+4.133735e+00	+5.154913e+07
8063643018	+4.430027e+00	-6.082434e+00	+5.759917e+07
8063643826	-2.629843e+00	+8.159856e-01	+4.306863e+07
8063643839	-1.495470e+00	+4.360609e+00	+3.144857e+08
8063643958	+4.877326e+00	+7.125752e+00	+1.164574e+07
8063644162	+2.110584e+00	+4.021858e+00	+1.176127e+07
8063644487	-2.398644e-01	-4.425576e+00	+8.632277e+06
8063644840	+6.499635e+00	+3.949668e+00	+1.104627e+07
8063644894	-7.527331e-01	-9.704457e-02	+1.501506e+08
8063645911	+5.573476e+00	+7.781882e-01	+1.885089e+07
8063645991	+9.437571e+00	-2.076558e+00	+8.360408e+06
8063646389	+2.976180e+00	-9.103655e+00	+1.782271e+08
8063646513	+2.454600e-01	-9.370274e+00	+3.605529e+06
8063646591	+2.291537e+00	-6.655371e+00	+7.261848e+06
8063646654	-6.504749e+00	-7.300354e+00	+3.517377e+07
8063646673	+6.293205e+00	+1.262360e+00	+3.431130e+08
8063646696	-3.104903e+00	+7.788035e+00	+1.698410e+07
8063646920	-9.320339e+00	-4.552133e+00	+8.440446e+06
8063647602	+8.311708e-01	+1.738503e+00	+7.589403e+06
8063647654	-8.553847e+00	-7.967480e+00	+2.597347e+07
8063648022	+7.468230e+00	+7.105239e+00	+4.160640e+07
8063648310	+2.977262e+00	+2.274948e+00	+2.448000e+08
8063648431	-7.183725e+00	-1.790195e+00	+7.312317e+07
8063648756	+5.842131e+00	-9.346600e+00	+5.048639e+07
8063648974	-1.461087e+00	+3.400892e+00	+8.041723e+06
8063649187	-9.454496e+00	-8.005134e+00	+1.196856e+07
8063649570	-1.316528e-01	-5.551740e+00	+2.749003e+07
8063649623	+2.571755e+00	-3.406925e+00	+8.814625e+08
8063649774	-2.808555e+00	-1.248537e+00	+1.200821e+08
8063649822	-1.177324e+00	-8.858835e+00	+3.087590e+09
8063649848	-3.415840e+00	-5.151209e-01	+3.346264e+07
